model_name,brand,processor_name,ram_gb,ssd_gb,hard_disk_gb,operating_system,graphics,cores,threads,spec_score,width,height,performance_score,price_category,price
Dell Inspiron 3511 Laptop,6,11,8,512,0,4,16,4,8,61,1920,1080,130.0,Mid-Range,62812
Dell Inspiron 3511 Laptop,6,11,8,512,0,4,16,4,8,61,1920,1080,130.0,Mid-Range,41490
Dell Inspiron 3511 Laptop,6,11,8,512,0,4,16,4,8,61,1920,1080,130.0,Mid-Range,46499
Dell Latitude 5420 Laptop,6,11,8,256,0,4,134,4,8,60,1920,1080,78.4,High-End,74500
Dell Latitude 5420 Laptop,6,11,8,256,0,4,134,4,8,60,1920,1080,78.4,High-End,112000
HP Pavilion 15-DK2100TX Gaming Laptop,9,11,8,256,1000,4,38,4,8,75,1920,1080,84.4,High-End,66990
Dell Inspiron 5518 Laptop,6,11,16,512,0,4,134,4,8,71,1920,1080,137.20000000000002,High-End,67990
Dell Inspiron 5518 Laptop,6,11,16,512,0,4,134,4,8,71,1920,1080,137.20000000000002,High-End,65490
Xiaomi Mi Notebook Pro 14 Laptop,21,11,16,512,0,4,134,4,8,62,2560,1600,133.60000000000002,Mid-Range,58355
HP 15s-GR0012AU Laptop,9,34,8,256,1000,4,101,2,4,62,1920,1080,79.2,Mid-Range,44990
HP EliteBook 840 G6,9,26,8,512,0,4,110,4,8,57,1920,1080,128.4,High-End,90464
HP EliteBook 840 G6,9,26,8,512,0,4,110,4,8,57,1920,1080,128.4,High-End,146000
HP 15s-fq2717TU Laptop,9,10,8,512,0,4,123,2,4,56,1920,1080,128.0,Mid-Range,41900
HP 15s-fq2717TU Laptop,9,10,8,512,0,4,123,2,4,56,1920,1080,128.0,Mid-Range,41990
Asus VivoBook 15 X515EA-EJ701WS Laptop,3,12,16,512,0,4,121,4,8,61,1920,1080,133.20000000000002,Mid-Range,54990
HP 245 G8 Laptop,9,30,8,0,1000,4,96,2,2,47,1366,768,22.0,Budget,25999
HP 15s-eq2146AU Laptop,9,93,8,256,0,4,96,4,8,59,1920,1080,78.0,Mid-Range,40490
Lenovo V15 82KBA01TIH Laptop,14,11,8,512,0,4,121,4,8,65,1920,1080,131.60000000000002,Mid-Range,49490
Apple MacBook Pro M2 2022 Laptop,2,67,16,512,0,2,0,8,0,47,2560,1600,127.6,Premium,168900
Lenovo V15 82KDA01UIH Laptop,14,35,8,512,0,1,96,4,8,56,1920,1080,128.0,Mid-Range,32990
Lenovo Yoga 9i 83B1002GIN Laptop,14,22,16,1000,0,4,135,12,16,78,3840,2400,237.6,Premium,174990
Honor MagicBook X14 Laptop,10,11,8,512,0,4,154,4,8,63,1920,1080,130.8,Mid-Range,46990
Chuwi CoreBook X Laptop,5,15,16,512,0,4,112,6,8,54,2160,1440,130.4,Mid-Range,33990
Dell Inspiron 15 3520 D560915WIN9S Laptop,6,15,8,512,0,4,140,6,8,59,1920,1080,129.20000000000002,Mid-Range,46900
Dell Inspiron 3520 D560866WIN9S Laptop,6,16,8,512,0,4,134,10,12,60,1920,1080,129.60000000000002,High-End,63690
Lenovo V15 82KDA00YIH Laptop,14,40,8,512,0,1,96,6,12,56,1920,1080,128.0,Mid-Range,42137
HP 245 G8 3S7L2PA Laptop,9,34,4,0,1000,4,96,2,4,53,1920,1080,22.800000000000004,Budget,24990
Acer Aspire 3 A314-35 UN.K0SSI.040 Laptop,1,6,4,256,0,4,123,4,4,50,1366,768,72.80000000000001,Mid-Range,37990
Asus VivoBook 15 X1500EA-EJ3379WS Laptop,3,10,8,512,0,4,140,2,4,51,1920,1080,126.0,Mid-Range,42990
Lenovo V15 82KBA01KIH Laptop,14,11,8,512,0,1,123,4,8,60,1920,1080,129.60000000000002,Mid-Range,52500
HP 255 G8 Business Laptop,9,68,8,0,1000,4,96,2,2,47,1366,768,22.0,Budget,27390
Lenovo E41-55 82FJ00ALIH Laptop,14,69,4,0,1000,1,93,2,2,48,1366,768,20.800000000000004,Budget,18990
Lenovo E41-55 82FJ00BLIH Laptop,14,68,4,256,0,4,93,2,2,51,1366,768,73.2,Budget,20990
Dell Inspiron 5620 Laptop,6,18,16,512,0,4,19,10,12,69,1920,1080,136.4,High-End,98450
Acer Aspire 7 A715-51G UN.QGCSI.002 Gaming Laptop,1,16,16,512,0,4,46,12,16,76,1920,1080,139.20000000000002,High-End,73990
Asus VivoBook 14 X415EA-EK522WS Laptop,3,11,8,512,0,4,118,4,8,65,1920,1080,131.60000000000002,Mid-Range,49490
Dell Alienware M15 R7 Gaming Laptop,6,18,16,512,0,4,69,14,20,84,1920,1080,142.4,Premium,168990
Asus Vivobook 16X M1603QA-MB512WS Laptop,3,105,16,512,0,4,102,6,12,68,1200,1920,136.0,Mid-Range,54990
Acer Extensa EX215-31 Laptop,1,87,8,256,0,4,125,4,0,50,1366,768,74.4,Budget,24990
Acer Extensa EX215-31 Laptop,1,87,8,256,0,4,125,4,0,50,1366,768,74.4,Budget,21990
Acer Extensa EX215-31 Laptop,1,87,8,256,0,4,125,4,0,50,1366,768,74.4,Budget,23899
Asus Vivobook 15 2022 X1502ZA-EJ514WS Laptop,3,16,8,512,0,4,132,10,12,62,1920,1080,130.4,Mid-Range,56990
Asus VivoBook 15 X1500EA-EJ522WS Laptop,3,11,8,512,0,4,134,4,8,56,1920,1080,128.0,Mid-Range,46890
Lenovo IdeaPad 3 82KU017KIN Laptop,14,40,8,512,0,4,96,6,12,57,1920,1080,128.4,Mid-Range,45278
Dell G15-5521 D560897WIN9S Gaming Laptop,6,20,16,1000,0,4,84,14,20,71,2560,1440,234.8,Premium,138990
Dell Inspiron 5420 Laptop,6,18,16,512,0,4,120,10,12,57,1920,1200,131.60000000000002,High-End,79490
HP 255 G8 6X4B2PA Laptop,9,28,4,256,0,1,153,2,2,0,1920,1080,52.8,Budget,21633
Asus Vivobook 15 OLED X1505ZA-L1511WS Laptop,3,16,16,512,0,4,121,10,12,61,1920,1080,133.20000000000002,High-End,67499
Microsoft Surface Laptop 5 13.5 inch,16,16,8,256,0,4,132,10,12,50,2256,1504,74.4,High-End,98990
Infinix INBook X2 Plus XL25 Laptop,12,10,8,256,0,4,123,2,4,45,1920,1080,72.4,Mid-Range,34990
Infinix INBook X2 Plus XL25 Laptop,12,10,8,256,0,4,123,2,4,45,1920,1080,72.4,Mid-Range,57990
Infinix INBook X2 Plus XL25 Laptop,12,10,8,256,0,4,123,2,4,45,1920,1080,72.4,Mid-Range,47990
Infinix INBook X2 Plus XL25 Laptop,12,10,8,256,0,4,123,2,4,45,1920,1080,72.4,Mid-Range,49990
Infinix INBook X2 Plus XL25 Laptop,12,10,8,256,0,4,123,2,4,45,1920,1080,72.4,Mid-Range,38990
Infinix INBook X2 Plus XL25 Laptop,12,12,16,512,0,4,121,4,8,59,1920,1080,132.4,Mid-Range,34990
Infinix INBook X2 Plus XL25 Laptop,12,12,16,512,0,4,121,4,8,59,1920,1080,132.4,Mid-Range,57990
Infinix INBook X2 Plus XL25 Laptop,12,12,16,512,0,4,121,4,8,59,1920,1080,132.4,Mid-Range,47990
Infinix INBook X2 Plus XL25 Laptop,12,12,16,512,0,4,121,4,8,59,1920,1080,132.4,Mid-Range,49990
Infinix INBook X2 Plus XL25 Laptop,12,12,16,512,0,4,121,4,8,59,1920,1080,132.4,Mid-Range,38990
Infinix INBook X2 Plus XL25 Laptop,12,11,8,512,0,4,121,4,8,49,1920,1080,125.20000000000002,Mid-Range,34990
Infinix INBook X2 Plus XL25 Laptop,12,11,8,512,0,4,121,4,8,49,1920,1080,125.20000000000002,Mid-Range,57990
Infinix INBook X2 Plus XL25 Laptop,12,11,8,512,0,4,121,4,8,49,1920,1080,125.20000000000002,Mid-Range,47990
Infinix INBook X2 Plus XL25 Laptop,12,11,8,512,0,4,121,4,8,49,1920,1080,125.20000000000002,Mid-Range,49990
Infinix INBook X2 Plus XL25 Laptop,12,11,8,512,0,4,121,4,8,49,1920,1080,125.20000000000002,Mid-Range,38990
Honor MagicBook 14 M-WFQ9AHNE Laptop,10,40,16,512,0,4,91,6,12,59,1920,1080,132.4,Mid-Range,44990
HP Victus 15-fa0092TX Laptop,9,16,16,512,0,4,46,8,12,69,1920,1080,136.4,High-End,81990
HP ProBook 440 G8 Laptop,9,11,8,512,0,4,134,4,8,56,1366,768,128.0,Mid-Range,51990
Lenovo Legion 5 82RB00K8IN Laptop,14,18,16,1000,0,4,69,14,20,86,2560,1600,240.8,Premium,141990
Dell Inspiron 3520 D560879WIN9S Laptop,6,16,16,512,0,4,134,10,12,62,1920,1080,133.60000000000002,High-End,65990
HP Omen 16-n0091AX Gaming Laptop,9,55,16,512,0,4,51,8,16,69,1920,1080,136.4,Premium,115903
MSI Modern 15 B12M-202IN Laptop,15,16,8,512,0,4,121,10,12,61,1920,1080,130.0,Mid-Range,55490
Lenovo Legion 5 Pro 16IAH7H 82RF00DYIN Gaming Laptop,14,18,16,1000,0,4,69,14,20,84,2560,1600,240.0,Premium,164990
Asus Vivobook Pro 15 OLED M3500QC-L1461WS Gaming Laptop,3,41,16,512,0,4,46,6,12,69,1920,1080,136.4,High-End,98500
Lenovo V15 82C3001VSP Laptop,14,73,4,256,0,4,123,2,2,51,1920,1080,73.2,Budget,21999
Dell Inspiron 5320 Laptop,6,16,16,512,0,4,123,12,16,66,2560,1600,135.20000000000002,High-End,84918
Dell Inspiron 5320 Laptop,6,16,16,512,0,4,123,12,16,66,2560,1600,135.20000000000002,High-End,76490
Asus TUF Gaming A15 2022 FA506QM-HN008W Gaming Laptop,3,52,16,512,0,4,69,8,16,75,1920,1080,138.8,High-End,89990
Lenovo E41-55 AMD Laptop,14,71,8,0,1000,4,96,2,2,44,1920,1080,20.8,Budget,22999
Asus VivoBook 14 2022 X1402ZA-EK391WS Laptop,3,15,8,256,0,4,122,10,12,60,1920,1080,78.4,Mid-Range,38990
Lenovo IdeaPad 3 82KU00LQIN Laptop,14,40,8,512,0,4,96,6,12,55,1920,1080,127.6,Mid-Range,46990
Lenovo V15 G2-ITL Business Laptop,14,11,8,512,0,4,123,4,8,56,1920,1080,128.0,Mid-Range,48999
Lenovo IdeaPad Gaming 3 82K1019BIN Laptop,14,11,16,512,0,4,46,4,8,71,1920,1080,137.20000000000002,High-End,68989
MSI Gaming Katana GF76 11SC-847IN Laptop,15,11,8,512,0,4,44,6,12,72,1920,1080,134.4,Mid-Range,55990
MSI Katana GF66 12UD-640IN Gaming Laptop,15,16,16,512,0,4,49,8,12,76,1920,1080,139.20000000000002,High-End,77990
MSI Thin GF63 12HW-004IN Gaming Laptop,15,16,8,512,0,4,114,12,16,60,1920,1080,129.60000000000002,Mid-Range,54990
Lenovo IdeaPad Gaming 3 82SA00B2IN Laptop,14,18,16,512,0,4,69,14,20,79,1920,1200,140.4,Premium,105990
Lenovo IdeaPad Slim 5 82LN00JSIN Laptop,14,108,16,512,0,4,96,8,16,68,1920,1080,136.0,High-End,64990
MSI Pulse GL66 12UEK-898IN Gaming Laptop,15,20,16,1000,0,4,69,14,20,75,2560,1440,236.4,Premium,135000
Chuwi HeroBook Air Laptop,5,75,4,128,0,4,112,2,2,42,1366,768,44.0,Budget,15990
MSI Vector GP66 12UEO-646IN Gaming Laptop,15,18,16,1000,0,4,69,14,20,85,1920,1080,240.4,Premium,134000
Lenovo IdeaPad Slim 3 81X800LCIN Laptop,14,10,8,256,0,4,140,2,4,49,1920,1080,74.0,Mid-Range,33990
MSI Modern 14 B5M-242IN Laptop,15,98,8,512,0,4,99,6,12,59,1920,1080,129.20000000000002,Mid-Range,44290
HP Envy x360 13-bf0059TU Laptop,9,18,16,512,0,4,129,10,12,68,2880,1800,136.0,Premium,102123
Asus ZenBook Pro Duo 14 OLED 2022 UX8402ZE-M711WS Laptop,3,18,16,1000,0,4,49,14,20,81,2880,1800,238.8,Premium,159990
Dell Vostro 3425 D552305WIN9BE Laptop,6,36,8,256,0,4,93,4,8,59,1920,1080,78.0,Mid-Range,38663
Lenovo Ideapad Slim 3 82H802KVIN Laptop,14,11,8,512,0,4,130,4,8,59,1920,1080,129.20000000000002,Mid-Range,55490
Dell Vostro 3425 D552309WIN9BE Laptop,6,36,8,512,0,4,93,4,8,61,1920,1080,130.0,Mid-Range,38990
Acer Extensa EX215-54 NX.EGJSI.00N Laptop,1,11,8,512,0,4,121,4,8,59,1920,1080,129.20000000000002,Mid-Range,40990
HP Pavilion 15s-FR5007TU Laptop,9,16,8,512,0,4,132,10,12,59,1920,1080,129.20000000000002,Mid-Range,59490
Lenovo Ideapad Slim 3i 81WQ00NXIN Laptop,14,75,8,256,0,4,123,2,2,49,1366,768,74.0,Budget,28980
Asus Vivobook 15 2022 X1502ZA-EJ302WS Laptop,3,15,8,256,0,4,132,10,12,51,1920,1080,74.80000000000001,Mid-Range,40990
HP 15s-ey1508AU Laptop,9,34,8,256,0,4,99,2,4,55,1366,768,76.4,Budget,29990
MSI Thin GF63 11UC-866IN Gaming Laptop,15,12,8,512,0,4,46,8,16,69,1920,1080,133.20000000000002,High-End,65590
Asus Vivobook Pro 15 OLED M6500IH-L1701WS Laptop,3,115,16,512,0,4,40,8,16,68,1920,1080,136.0,High-End,64990
Lenovo IdeaPad Slim 3 82KU017EIN Laptop,14,40,8,512,0,4,91,6,12,65,1920,1080,131.60000000000002,Mid-Range,48990
Lenovo Ideapad Gaming 3 82K201UKIN Laptop,14,109,8,512,0,4,46,8,16,67,1920,1080,132.4,High-End,77850
Lenovo IdeaPad 3 14ITL6 82H701DYIN Laptop,14,10,8,512,0,4,123,2,4,50,1920,1080,125.6,Mid-Range,37990
Dell Latitude 5320 Business Laptop,6,11,8,512,0,4,140,4,8,62,1920,1080,130.4,Premium,102400
MSI Thin GF63 11UC-867IN Gaming Laptop,15,11,8,512,0,4,46,6,12,67,1920,1080,132.4,Mid-Range,56990
HP 15s-fr2514TU Laptop,9,10,8,256,0,4,140,2,4,44,1920,1080,72.0,Mid-Range,38499
Asus Zenbook Flip 14 OLED UP5401ZA-KN501WS Laptop,3,16,16,512,0,4,121,12,16,65,2880,1800,134.8,High-End,85990
Acer Aspire 3 A315-23 UN.HVTSI.013 Laptop,1,92,8,256,0,4,93,2,4,54,1920,1200,76.0,Budget,26990
HP 15s-dr3506TU Laptop,9,10,8,256,1000,4,140,2,4,61,1920,1080,78.80000000000001,Mid-Range,43990
HP 14s-fq0568AU Laptop,9,29,8,256,0,4,93,2,2,50,1366,768,74.4,Budget,25758
HP 15s-du3614TU Laptop,9,10,8,256,1000,4,123,2,4,61,1920,1080,78.80000000000001,Mid-Range,40390
HP 15s-eq1560AU Laptop,9,34,8,512,0,4,91,2,4,61,1920,1080,130.0,Mid-Range,37990
Dell Inspiron 3525 Laptop,6,64,8,512,0,4,100,4,8,63,1920,1080,130.8,Mid-Range,33000
Dell Inspiron 3525 Laptop,6,64,8,512,0,4,100,4,8,63,1920,1080,130.8,Mid-Range,40663
Dell Inspiron 3525 Laptop,6,64,8,512,0,4,100,4,8,63,1920,1080,130.8,Mid-Range,47990
Dell Inspiron 3525 Laptop,6,64,8,512,0,4,100,4,8,63,1920,1080,130.8,Mid-Range,58750
Lenovo IdeaPad Gaming 3 82K10198IN Laptop,14,11,8,512,0,4,38,4,8,68,1920,1080,132.8,Mid-Range,54451
Acer Predator Helios 500 Ph517-52 Gaming Laptop,1,13,64,2000,1000,4,9,8,16,97,3840,2160,464.4,Premium,432159
Lenovo Ideapad Gaming 3 82K201UNIN Laptop,14,109,16,512,0,4,69,8,16,75,1920,1080,138.8,High-End,90700
Lenovo IdeaPad Slim 3 82H701DNIN Laptop,14,10,8,512,0,4,140,2,4,48,1920,1080,124.8,Mid-Range,37700
Dell Vostro 5625 laptop,6,106,8,512,0,4,96,6,12,71,1920,1200,134.0,Mid-Range,57990
Dell Vostro 5625 laptop,6,106,8,512,0,4,96,6,12,71,1920,1200,134.0,Mid-Range,62490
Dell Vostro 5625 laptop,6,106,8,512,0,4,96,6,12,71,1920,1200,134.0,Mid-Range,70990
HP Pavilion 14-eh0024TU Laptop,9,18,16,1000,0,4,134,14,20,74,2880,1800,236.0,High-End,91990
Dell XPS 13 Plus 9320 Laptop,6,18,16,1000,0,4,134,12,16,71,3840,2400,234.8,Premium,178500
Asus ZenBook Pro Duo 15 OLED 2022 UX582ZM-H701WS Laptop,3,18,32,1000,0,4,69,14,20,91,3840,2160,249.2,Premium,199990
Dell Alienware x14 Gaming Laptop,6,18,16,512,0,4,37,14,20,76,1920,1080,139.20000000000002,Premium,169990
HP Victus 15-fa0354TX Laptop,9,18,16,512,0,4,49,10,16,63,1920,1080,134.0,High-End,94699
HP 15s-fq2671TU Laptop,9,10,8,512,0,4,123,2,4,55,1920,1080,127.6,Mid-Range,41500
MSI Katana GF66 11UE-861IN Gaming Laptop,15,12,16,512,0,4,69,8,16,74,1920,1080,138.4,High-End,85990
Lenovo Yoga Slim 7 Pro 82NC00EWIN Laptop,14,11,16,512,0,4,134,4,8,62,2880,1800,133.60000000000002,High-End,71990
HP 15s- fr2512TU Laptop,9,10,8,256,0,4,140,4,8,47,1920,1080,73.2,Mid-Range,41890
Lenovo IdeaPad Slim 3 82RK006DIN Laptop,14,15,8,512,0,4,155,6,8,50,1920,1080,125.6,Mid-Range,43999
HP Victus 16-e0650AX Gaming Laptop,9,52,8,512,0,4,38,8,16,74,1920,1080,135.20000000000002,High-End,71990
Lenovo V15 82KBA03TIH Laptop,14,10,8,256,1000,4,123,2,4,50,1920,1080,74.4,Mid-Range,37000
Lenovo IdeaPad Gaming 3 82K101B7IN Laptop,14,11,16,256,1000,4,46,4,8,72,1920,1080,86.4,High-End,77750
Dell Inspiron 7420 D560780WIN9S Laptop,6,15,8,256,0,4,148,6,8,65,1920,1200,80.4,Mid-Range,53906
Dell Inspiron 7420 Laptop,6,16,8,512,0,4,134,10,12,54,1920,1200,127.20000000000002,High-End,74990
Dell Inspiron 7420 Laptop,6,16,8,512,0,4,134,10,12,54,1920,1200,127.20000000000002,High-End,86990
Dell Inspiron 7620 Laptop,6,16,16,512,0,4,134,10,12,61,1920,1200,133.20000000000002,High-End,94500
Dell Inspiron 7620 Laptop,6,16,16,512,0,4,134,10,12,61,1920,1200,133.20000000000002,High-End,126990
Dell Inspiron 7620 Laptop,6,16,16,512,0,4,134,10,12,61,1920,1200,133.20000000000002,High-End,87500
Dell Inspiron 7420 2-in-1 Laptop,6,18,16,512,0,4,18,10,12,63,1920,1200,134.0,Premium,102990
Asus ROG Strix G15 G513IE-HN040WS Gaming Laptop,3,107,16,1000,0,4,49,8,16,75,1920,1080,236.4,High-End,85990
Infinix INBook X1 Slim XL21 Laptop,12,8,16,512,0,4,126,4,8,51,1920,1080,129.20000000000002,Mid-Range,46990
Infinix INBook X1 Slim XL21 Laptop,12,8,16,512,0,4,126,4,8,51,1920,1080,129.20000000000002,Mid-Range,42990
HP 255 G8 62Y23PA Laptop,9,92,8,512,0,4,104,2,4,56,1920,1080,128.0,Mid-Range,32083
Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop,3,116,16,512,0,4,102,8,16,72,1920,1200,137.60000000000002,High-End,66990
HP Pavilion 15-eg2036TU Laptop,9,16,16,512,0,4,121,12,16,63,1920,1080,134.0,High-End,69990
Asus TUF Gaming F17 FX707ZM-HX030WS Laptop,3,18,16,1000,0,4,69,14,20,76,1920,1080,236.8,Premium,109990
Asus Vivobook Pro 14 OLED M3400QA-KM702WS Gaming Laptop,3,109,16,512,0,4,96,8,16,71,2880,1800,137.20000000000002,High-End,64990
Infinix INBook X1 Slim Series XL21 Laptop,12,7,8,512,0,4,126,2,4,47,1920,1080,124.4,Mid-Range,33490
Infinix INBook X1 Slim Series XL21 Laptop,12,7,8,512,0,4,126,2,4,47,1920,1080,124.4,Mid-Range,32990
Infinix INBook X1 Slim Series XL21 Laptop,12,7,8,512,0,4,126,2,4,47,1920,1080,124.4,Mid-Range,51990
Asus TUF Gaming A15 FA506ICB-HN005W Laptop,3,107,8,512,0,4,46,8,16,68,1920,1080,132.8,High-End,69990
Asus TUF Gaming F15 FX577ZM-HQ067WS Laptop,3,18,16,1000,0,4,69,14,20,81,2560,1440,238.8,Premium,122990
Acer Aspire Vero AV15-51-5155 Laptop,1,11,16,512,0,4,121,4,8,66,1920,1080,135.20000000000002,Mid-Range,54990
Apple MacBook Air 2022 Laptop,2,67,8,512,0,2,1,8,0,45,2560,1664,123.6,Premium,107990
Apple MacBook Air 2022 Laptop,2,67,8,512,0,2,1,8,0,45,2560,1664,123.6,Premium,137990
Apple MacBook Air 2022 Laptop,2,67,8,512,0,2,1,8,0,45,2560,1664,123.6,Premium,137900
Asus TUF Gaming F15 FA506IHRB-HN079W Gaming Laptop,3,39,8,512,0,4,38,6,12,72,1920,1080,134.4,Mid-Range,55990
Asus Vivobook S15 OLED S3502ZA-L502WS Laptop,3,16,16,512,0,4,131,12,16,65,1920,1080,134.8,High-End,72000
HP Pavilion 14-dv2053TU Laptop,9,16,8,512,0,4,134,10,12,60,1920,1080,129.60000000000002,High-End,62278
HP Pavilion 15s-fq5010TU Laptop,9,16,8,512,0,4,132,12,16,62,1920,1080,130.4,High-End,63350
Lenovo Ideapad Slim 3 81WB01EBIN Laptop,14,7,8,512,0,4,113,2,4,60,1920,1080,129.60000000000002,Mid-Range,36490
HP Pavilion 15s-FQ5009TU Laptop,9,16,8,512,0,4,132,10,12,59,1920,1080,129.20000000000002,High-End,60500
Samsung Galaxy Book2 Laptop,19,16,8,512,0,4,35,12,16,63,1920,1080,130.8,High-End,79990
Asus Strix G15 G513RM-HQ271WS Gaming Laptop,3,113,16,1000,0,4,69,8,16,82,2560,1440,239.2,Premium,124990
Dell Inspiron 5520 Laptop,6,16,16,512,0,4,46,12,16,73,1920,1080,138.0,High-End,79990
Asus Vivobook S14 OLED S3402ZA-KM501WS Laptop,3,16,16,512,0,4,134,12,16,63,2880,1800,134.0,High-End,70990
HP Pavilion 15-EG2019TX Laptop,9,16,16,512,0,4,18,10,12,60,1920,1080,132.8,High-End,78200
Samsung Galaxy Book2 15 Laptop,19,18,16,512,0,4,134,10,12,62,1920,1080,133.60000000000002,High-End,79990
Samsung Galaxy Book2 15 Laptop,19,18,16,512,0,4,134,10,12,62,1920,1080,133.60000000000002,High-End,64490
Samsung Galaxy Book2 15 Laptop,19,18,16,512,0,4,134,10,12,62,1920,1080,133.60000000000002,High-End,59990
Samsung Galaxy Book2 15 Laptop,19,18,16,512,0,4,134,10,12,62,1920,1080,133.60000000000002,High-End,69990
Samsung Galaxy Book2 15 Laptop,19,16,8,512,0,4,134,10,12,60,1920,1080,129.60000000000002,High-End,79990
Samsung Galaxy Book2 15 Laptop,19,16,8,512,0,4,134,10,12,60,1920,1080,129.60000000000002,High-End,64490
Samsung Galaxy Book2 15 Laptop,19,16,8,512,0,4,134,10,12,60,1920,1080,129.60000000000002,High-End,59990
Samsung Galaxy Book2 15 Laptop,19,16,8,512,0,4,134,10,12,60,1920,1080,129.60000000000002,High-End,69990
Dell G15-5511 Gaming Laptop,6,11,8,512,0,4,46,6,12,67,1920,1080,132.4,High-End,68102
Dell G15-5511 Gaming Laptop,6,11,8,512,0,4,46,6,12,67,1920,1080,132.4,High-End,65990
Lenovo IdeaPad 3 81WQ00MQIN Laptop,14,73,8,256,0,4,123,2,2,51,1366,768,74.80000000000001,Budget,26585
Dell G15-5520 Laptop,6,16,16,512,0,4,46,12,16,67,1920,1080,135.60000000000002,High-End,108400
Dell G15-5520 Laptop,6,16,16,512,0,4,46,12,16,67,1920,1080,135.60000000000002,High-End,84990
HP Pavilion 15-EG2035TU Laptop,9,16,16,512,0,4,140,8,12,67,1920,1080,135.60000000000002,High-End,71999
Acer Nitro 5 AN515-58 Gaming Laptop,1,16,8,512,0,4,46,8,16,69,1920,1080,133.20000000000002,High-End,76109
Acer Nitro 5 AN515-58 Gaming Laptop,1,16,8,512,0,4,46,8,16,69,1920,1080,133.20000000000002,High-End,82990
Asus TUF Gaming A15 2021 FA506QM-HN124W Laptop,3,117,16,512,0,4,69,8,16,75,1920,1080,138.8,High-End,98900
Lenovo V15-IGL 82C3A008IH Laptop,14,73,4,256,0,1,123,2,2,43,1920,1080,70.0,Budget,19990
Dell Latitude 3420 Laptop,6,11,16,256,1000,4,140,4,8,65,1366,768,83.6,High-End,73740
Dell Latitude 3420 Laptop,6,11,16,256,1000,4,140,4,8,65,1366,768,83.6,High-End,76900
Dell Latitude 3420 Laptop,6,11,16,256,1000,4,140,4,8,65,1366,768,83.6,High-End,69500
Dell Latitude 3420 Laptop,6,11,16,256,1000,4,140,4,8,65,1366,768,83.6,High-End,75800
Dell Latitude 3420 Laptop,6,11,16,256,1000,4,140,4,8,65,1366,768,83.6,High-End,34800
Dell Latitude 3420 Laptop,6,11,16,256,1000,4,140,4,8,65,1366,768,83.6,High-End,41500
Dell Latitude 3420 Laptop,6,11,16,256,1000,4,140,4,8,65,1366,768,83.6,High-End,42000
Dell Inspiron 3521 Laptop,6,87,8,256,0,4,123,4,0,49,1366,768,74.0,Mid-Range,32033
Dell Vostro 5625 laptop,6,106,16,512,0,4,107,6,12,72,1920,1200,137.60000000000002,High-End,57990
Dell Vostro 5625 laptop,6,106,16,512,0,4,107,6,12,72,1920,1200,137.60000000000002,High-End,62490
Dell Vostro 5625 laptop,6,106,16,512,0,4,107,6,12,72,1920,1200,137.60000000000002,High-End,70990
HP 240 G8 Laptop,9,11,8,512,0,4,113,4,8,51,1366,768,126.0,High-End,60618
Lenovo E41-55 82FJ009JIH Laptop,14,71,4,0,1000,1,148,2,2,0,1920,1080,1.6,Budget,18990
HP Pavilion 15-eh2018AU Laptop,9,102,8,512,0,4,96,6,12,60,1920,1080,129.60000000000002,Mid-Range,52490
HP Pavilion 14-ec1003AU Laptop,9,95,8,512,0,4,96,6,12,60,1920,1080,129.60000000000002,Mid-Range,51990
Samsung Galaxy Book2 Pro 360 13 Laptop,19,18,16,512,0,4,134,8,16,73,1080,1920,138.0,Premium,113990
Samsung Galaxy Book2 Pro 360 13 Laptop,19,18,16,512,0,4,134,8,16,73,1080,1920,138.0,Premium,110990
Dell Vostro 3510 Laptop,6,11,8,512,0,4,134,4,8,60,1920,1080,129.60000000000002,Mid-Range,37990
Dell Vostro 3510 Laptop,6,11,8,512,0,4,134,4,8,60,1920,1080,129.60000000000002,Mid-Range,54490
Asus Vivobook 15 X515MA-BR101W Laptop,3,89,4,0,1000,4,138,4,0,48,1366,768,20.800000000000004,Budget,23399
Samsung Galaxy Book2 Pro 360 13 Laptop,19,16,16,512,0,4,134,12,16,72,1080,1920,137.60000000000002,Premium,113990
Samsung Galaxy Book2 Pro 360 13 Laptop,19,16,16,512,0,4,134,12,16,72,1080,1920,137.60000000000002,Premium,110990
Asus Vivobook 13 Slate OLED T3300KA-LQ111WS Laptop,3,91,8,256,0,4,140,4,4,54,1920,1080,76.0,Mid-Range,43290
Apple MacBook Air 2020 Z124J002KD Laptop,2,66,16,512,0,2,108,8,0,53,2560,1600,130.0,Premium,125990
HP 14s-fq1089au Laptop,9,93,8,512,0,4,96,4,8,51,1920,1080,126.0,Mid-Range,40300
HP 15s- fq4021TU Laptop,9,11,8,512,0,4,134,4,8,54,1920,1080,127.20000000000002,Mid-Range,55499
Apple MacBook Air 2020 Z124J001KD Laptop,2,66,16,256,0,2,108,8,0,43,2560,1600,74.8,Premium,105990
HP 15s-eq2143au Laptop,9,93,8,512,0,4,93,4,8,56,1920,1080,128.0,Mid-Range,39648
Dell Inspiron 3511 Laptop,6,11,8,256,1000,4,21,4,8,65,1920,1080,80.4,High-End,38800
Dell Inspiron 3511 Laptop,6,11,8,256,1000,4,21,4,8,65,1920,1080,80.4,High-End,59306
Dell Inspiron 3511 Laptop,6,11,8,256,1000,4,21,4,8,65,1920,1080,80.4,High-End,62812
